img_path,question,ground_truth,predicts
vivqa-dataset/images/image_239915.jpg,màu của xe máy là gì,màu vàng,màu vàng
vivqa-dataset/images/image_334798.jpg,màu của sàn là gì,màu vàng,màu nâu
vivqa-dataset/images/image_141257.jpg,màu của tòa nhà là gì,màu đen,màu xám
vivqa-dataset/images/image_212780.jpg,màu của con mèo là gì,màu xám,màu đen
vivqa-dataset/images/image_555493.jpg,màu của con chó là gì,màu đen,màu nâu
vivqa-dataset/images/image_81397.jpg,màu của lá là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_71521.jpg,màu của áo là gì,màu đen,màu xanh lá
vivqa-dataset/images/image_468055.jpg,màu của chiếc đĩa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_87653.jpg,màu của tủ lạnh là gì,màu trắng,màu trắng
vivqa-dataset/images/image_555237.jpg,màu của xe tải là gì,màu trắng,màu xanh lá
vivqa-dataset/images/image_74179.jpg,màu của xe là gì,màu vàng,màu vàng
vivqa-dataset/images/image_255480.jpg,màu của gấu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_86412.jpg,màu của gấu là gì,màu nâu,màu trắng
vivqa-dataset/images/image_23988.jpg,màu của ván trượt là gì,màu tía,màu cam
vivqa-dataset/images/image_580790.jpg,màu của cam là gì,màu tía,màu cam
vivqa-dataset/images/image_413868.jpg,màu của chiếc mũ là gì,màu cam,màu đen
vivqa-dataset/images/image_22440.jpg,màu của xe buýt là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_366040.jpg,màu của pizza là gì,màu xanh lá,màu vàng
vivqa-dataset/images/image_211098.jpg,màu của tường là gì,màu xanh dương,màu tía
vivqa-dataset/images/image_481981.jpg,màu của đồng cỏ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_245590.jpg,màu của cái ghế là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_432892.jpg,màu của cái tủ là gì,màu đen,màu trắng
vivqa-dataset/images/image_573941.jpg,màu của cây là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_105280.jpg,màu của băng ghế là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_172974.jpg,màu của chiếc ghế dài là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_119579.jpg,màu sắc của bông hoa là gì,màu đỏ,màu trắng
vivqa-dataset/images/image_426077.jpg,màu sắc của tấm là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_149577.jpg,màu của con chim là gì,màu đỏ,màu nâu
vivqa-dataset/images/image_99892.jpg,màu của rừng là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_46656.jpg,màu của lửa là gì,màu vàng,màu vàng
vivqa-dataset/images/image_264158.jpg,màu của rau là gì,màu xanh lá,màu cam
vivqa-dataset/images/image_362561.jpg,màu của bầu trời là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_238960.jpg,màu của gấu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_268141.jpg,màu của con mèo là gì,màu vàng,màu xám
vivqa-dataset/images/image_480861.jpg,màu của lửa là gì,màu vàng,màu vàng
vivqa-dataset/images/image_322659.jpg,màu của xe buýt là gì,màu vàng,màu đỏ
vivqa-dataset/images/image_162773.jpg,màu của cỏ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_45437.jpg,màu sắc của trang phục là gì,màu tía,màu tía
vivqa-dataset/images/image_140042.jpg,màu của vòi nước là gì,màu vàng,màu vàng
vivqa-dataset/images/image_240241.jpg,màu của cỏ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_301943.jpg,màu của con chó là gì,màu nâu,màu trắng
vivqa-dataset/images/image_416026.jpg,màu của chuối là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_513298.jpg,màu của con quạ là gì,màu đen,màu đỏ
vivqa-dataset/images/image_19151.jpg,màu mắt là gì,màu tía,màu vàng
vivqa-dataset/images/image_263311.jpg,màu của bồn tắm là gì,màu trắng,màu trắng
vivqa-dataset/images/image_223580.jpg,màu của lá là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_418479.jpg,màu của con chim là gì,màu xám,màu đen
vivqa-dataset/images/image_403761.jpg,màu của chiếc đĩa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_13670.jpg,màu của áo là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_60986.jpg,màu của gấu bông là gì,màu nâu,màu nâu
vivqa-dataset/images/image_480745.jpg,màu của con mèo là gì,màu xám,màu xám
vivqa-dataset/images/image_394550.jpg,màu của chiếc đĩa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_310867.jpg,màu của phòng tắm là gì,màu đen,màu xanh dương
vivqa-dataset/images/image_524088.jpg,màu của chăn là gì,màu đỏ,màu cam
vivqa-dataset/images/image_473681.jpg,màu của tấm thảm là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_551832.jpg,màu sắc của con dê là gì,màu xám,màu xám
vivqa-dataset/images/image_261144.jpg,màu của phòng tắm là gì,màu trắng,màu xanh lá
vivqa-dataset/images/image_68685.jpg,màu của áo là gì,màu xanh lá,màu trắng
vivqa-dataset/images/image_44960.jpg,màu của xe buýt là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_556801.jpg,màu của đèn là gì,màu vàng,màu vàng
vivqa-dataset/images/image_79971.jpg,màu của hoa tulip là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_546232.jpg,màu của gấu bông là gì,màu nâu,màu nâu
vivqa-dataset/images/image_559267.jpg,màu của chiếc ô là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_2007.jpg,màu sắc của chơi là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_539640.jpg,màu của nho là gì,màu đỏ,màu tía
vivqa-dataset/images/image_514567.jpg,màu của áo là gì,màu xanh dương,màu đỏ
vivqa-dataset/images/image_145738.jpg,màu của dấu hiệu là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_473103.jpg,màu của áo là gì,màu trắng,màu trắng
vivqa-dataset/images/image_210731.jpg,màu của tòa nhà là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_390996.jpg,màu của phòng tắm là gì,màu trắng,màu trắng
vivqa-dataset/images/image_189805.jpg,màu của xe tải là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_382418.jpg,màu của dấu hiệu là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_547348.jpg,màu của chiếc ô là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_452585.jpg,màu sắc của thực phẩm là gì,màu vàng,màu vàng
vivqa-dataset/images/image_277055.jpg,màu của bầu trời là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_41770.jpg,màu của ghế là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_165126.jpg,màu của chiếc tàu là gì,màu đen,màu vàng
vivqa-dataset/images/image_412687.jpg,màu của dĩa nhựa là gì,màu trắng,màu xanh lá
vivqa-dataset/images/image_223573.jpg,màu của gấu là gì,màu nâu,màu đen
vivqa-dataset/images/image_204969.jpg,màu của đậu là gì,màu tía,màu xanh lá
vivqa-dataset/images/image_203671.jpg,màu của con ngựa là gì,màu nâu,màu nâu
vivqa-dataset/images/image_136905.jpg,màu của chiếc tàu là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_304332.jpg,màu sắc của áo phông là gì,màu xanh lá,màu trắng
vivqa-dataset/images/image_170579.jpg,màu của đồng cỏ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_187371.jpg,màu của con ngựa là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_64317.jpg,màu của máy bay là gì,màu xám,màu trắng
vivqa-dataset/images/image_530040.jpg,màu của mảnh là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_376279.jpg,màu của con mèo là gì,màu xám,màu xám
vivqa-dataset/images/image_529379.jpg,màu của gấu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_421346.jpg,màu sắc của ớt là gì,màu xanh lá,màu tía
vivqa-dataset/images/image_103539.jpg,màu của đĩa là gì,màu xanh lá,màu trắng
vivqa-dataset/images/image_343574.jpg,màu của ghế là gì,màu xanh dương,màu xanh lá
vivqa-dataset/images/image_262756.jpg,màu của gấu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_480012.jpg,màu của sườn đồi là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_208894.jpg,màu của lửa là gì,màu vàng,màu vàng
vivqa-dataset/images/image_370229.jpg,màu của áo là gì,màu tía,màu tía
vivqa-dataset/images/image_455615.jpg,màu của chiếc dĩa nhựa là gì,màu cam,màu cam
vivqa-dataset/images/image_14446.jpg,màu của gấu là gì,màu trắng,màu xám
vivqa-dataset/images/image_523985.jpg,màu của bên ngoài là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_51270.jpg,màu của chiếc ô là gì,màu vàng,màu xanh dương
vivqa-dataset/images/image_462880.jpg,màu sắc của bông hoa là gì,màu vàng,màu vàng
vivqa-dataset/images/image_485097.jpg,màu của chiếc tàu là gì,màu vàng,màu vàng
vivqa-dataset/images/image_363942.jpg,màu của điện thoại là gì,màu tía,màu tía
vivqa-dataset/images/image_97255.jpg,màu sắc của hành khách là gì,màu xanh lá,màu vàng
vivqa-dataset/images/image_78320.jpg,màu sắc của bông hoa là gì,màu tía,màu tía
vivqa-dataset/images/image_318251.jpg,màu của rượu là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_77662.jpg,màu của kính bảo hộ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_219778.jpg,màu sắc của cánh đồng là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_389788.jpg,màu của con mèo là gì,màu đen,màu đen
vivqa-dataset/images/image_363160.jpg,màu của chiếc thuyền là gì,màu đỏ,màu xanh lá
vivqa-dataset/images/image_41818.jpg,màu của nước ép là gì,màu cam,màu cam
vivqa-dataset/images/image_185313.jpg,màu của áo là gì,màu vàng,màu xanh dương
vivqa-dataset/images/image_427163.jpg,màu của nhà vệ sinh là gì,màu xanh lá,màu trắng
vivqa-dataset/images/image_55788.jpg,màu của nón là gì,màu cam,màu cam
vivqa-dataset/images/image_565805.jpg,màu của con mèo là gì,màu đen,màu xám
vivqa-dataset/images/image_10327.jpg,màu của cỏ là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_483146.jpg,màu của khói là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_544001.jpg,màu của nền sân là gì,màu xanh dương,màu đen
vivqa-dataset/images/image_521250.jpg,màu của chiếc bình là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_378628.jpg,màu của con bò là gì,màu nâu,màu nâu
vivqa-dataset/images/image_130226.jpg,màu của lá là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_520736.jpg,màu sắc của bông hoa là gì,màu đỏ,màu tía
vivqa-dataset/images/image_179019.jpg,màu sắc của các thiết bị là gì,màu trắng,màu trắng
vivqa-dataset/images/image_409451.jpg,màu của xe máy là gì,màu cam,màu cam
vivqa-dataset/images/image_373923.jpg,màu của bộ đồ là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_24454.jpg,màu của bầu trời là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_46674.jpg,màu của chiếc ô là gì,màu cam,màu cam
vivqa-dataset/images/image_205964.jpg,màu của cái tủ là gì,màu trắng,màu trắng
vivqa-dataset/images/image_200311.jpg,màu của chiếc đĩa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_130473.jpg,màu của gấu là gì,màu đen,màu nâu
vivqa-dataset/images/image_87705.jpg,màu của xe buýt là gì,màu đỏ,màu vàng
vivqa-dataset/images/image_105110.jpg,màu của dĩa nhựa là gì,màu tía,màu vàng
vivqa-dataset/images/image_438314.jpg,màu của khoảng không  là gì,màu cam,màu đỏ
vivqa-dataset/images/image_560685.jpg,màu của con mèo là gì,màu cam,màu cam
vivqa-dataset/images/image_388303.jpg,màu của dấu hiệu là gì,màu cam,màu đỏ
vivqa-dataset/images/image_482310.jpg,màu của con chó là gì,màu đen,màu trắng
vivqa-dataset/images/image_133937.jpg,màu của tóc giả là gì,màu cam,màu tía
vivqa-dataset/images/image_502593.jpg,màu của con cừu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_357733.jpg,màu của dấu hiệu là gì,màu xanh lá,màu đỏ
vivqa-dataset/images/image_28257.jpg,màu của dĩa nhựa là gì,màu cam,màu vàng
vivqa-dataset/images/image_572937.jpg,màu của dấu hiệu là gì,màu đỏ,màu vàng
vivqa-dataset/images/image_233272.jpg,màu của hình ảnh là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_110800.jpg,màu của phòng tắm là gì,màu nâu,màu trắng
vivqa-dataset/images/image_521769.jpg,màu sắc của những con bướm là gì,màu tía,màu tía
vivqa-dataset/images/image_444340.jpg,màu của vòi nước là gì,màu vàng,màu vàng
vivqa-dataset/images/image_508531.jpg,màu của con chó là gì,màu trắng,màu trắng
vivqa-dataset/images/image_564687.jpg,màu của con bò là gì,màu trắng,màu nâu
vivqa-dataset/images/image_16578.jpg,màu của ánh sáng là gì,màu vàng,màu xanh lá
vivqa-dataset/images/image_421578.jpg,màu của quả là gì,màu vàng,màu cam
vivqa-dataset/images/image_112849.jpg,màu của xe tải là gì,màu vàng,màu vàng
vivqa-dataset/images/image_488564.jpg,màu của pizza là gì,màu xanh lá,màu đen
vivqa-dataset/images/image_477434.jpg,màu của chiếc giường là gì,màu trắng,màu trắng
vivqa-dataset/images/image_425576.jpg,màu mắt là gì,màu xanh dương,màu nâu
vivqa-dataset/images/image_335316.jpg,màu sắc của viên đá là gì,màu trắng,màu đen
vivqa-dataset/images/image_452783.jpg,màu của gấu là gì,màu nâu,màu nâu
vivqa-dataset/images/image_345667.jpg,màu sắc của đá phiến là gì,màu xám,màu cam
vivqa-dataset/images/image_185166.jpg,màu của con ngựa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_442811.jpg,màu của mũ bảo hiểm là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_476589.jpg,màu của lớp lót là gì,màu xanh lá,màu nâu
vivqa-dataset/images/image_27646.jpg,màu sắc của trang phục là gì,màu tía,màu tía
vivqa-dataset/images/image_220218.jpg,màu của hình là gì,màu tía,màu tía
vivqa-dataset/images/image_300392.jpg,màu của nhà vệ sinh là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_268266.jpg,màu sắc của các dấu hiệu là gì,màu vàng,màu vàng
vivqa-dataset/images/image_40572.jpg,màu của nhà vệ sinh là gì,màu nâu,màu trắng
vivqa-dataset/images/image_301591.jpg,màu của chiếc đĩa là gì,màu trắng,màu trắng
vivqa-dataset/images/image_79628.jpg,màu của xe buýt là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_98325.jpg,màu sắc của sơ đồ là gì,màu trắng,màu xanh dương
vivqa-dataset/images/image_131126.jpg,màu sắc của các dấu hiệu là gì,màu xanh lá,màu xanh lá
vivqa-dataset/images/image_311988.jpg,màu của bông hoa là gì,màu tía,màu tía
vivqa-dataset/images/image_244096.jpg,màu của rừng là gì,màu xanh lá,màu đỏ
vivqa-dataset/images/image_55753.jpg,màu của dấu hiệu là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_158933.jpg,màu của đồng hồ là gì,màu xanh dương,màu tía
vivqa-dataset/images/image_106383.jpg,màu của lò vi sóng là gì,màu tía,màu tía
vivqa-dataset/images/image_553850.jpg,màu của ghế là gì,màu nâu,màu xanh lá
vivqa-dataset/images/image_236936.jpg,màu của kính là gì,màu xanh dương,màu xanh dương
vivqa-dataset/images/image_415265.jpg,màu của vịt là gì,màu đen,màu đen
vivqa-dataset/images/image_541109.jpg,màu của con mèo là gì,màu xám,màu xám
vivqa-dataset/images/image_111330.jpg,màu của xe buýt là gì,màu đỏ,màu đỏ
vivqa-dataset/images/image_345951.jpg,màu nước là gì,màu xanh dương,màu trắng
